name,ein,category,address,city,state,zip_code,website,description,phone
MELROSEWAKEFIELD HEALTHCARE INC,042767880,Health,170 GOVERNORS AVE,MEDFORD,MA,02155-1643,,"Health organization in MEDFORD, MA with annual revenue of approximately $267M",
LURIE CHILDRENS MEDICAL GROUP INC,363279680,Health,225 E CHICAGO AVE BOX 269,CHICAGO,IL,60611-2991,,"Health organization in CHICAGO, IL with annual revenue of approximately $267M",
PACIFIC CLINICS,942295953,Human Services,251 LLEWELLYN AVE,CAMPBELL,CA,95008-1940,,"Human Services organization in CAMPBELL, CA with annual revenue of approximately $267M",
WIDENER UNIVERSITY,231386178,Education,1 UNIVERSITY PL,CHESTER,PA,19013-5700,,"Education organization in CHESTER, PA with annual revenue of approximately $267M",
WORLD RESOURCES INSTITUTE,521257057,International,10 G STREET NE,WASHINGTON,DC,20002-4213,,"International organization in WASHINGTON, DC with annual revenue of approximately $267M",
GEORGETOWN MEMORIAL HOSPITAL,570341194,Health,PO BOX 421718,GEORGETOWN,SC,29442-4203,,"Health organization in GEORGETOWN, SC with annual revenue of approximately $267M",
SOUTH UNIVERSITY MEMBER INC,815128459,Education,709 MALL BLVD,SAVANNAH,GA,31406-4805,,"Education organization in SAVANNAH, GA with annual revenue of approximately $266M",
P E F ISRAEL ENDOWMENT FUNDS INC,136104086,Community,630 3RD AVE RM 1501,NEW YORK,NY,10017-6745,,"Community organization in NEW YORK, NY with annual revenue of approximately $266M",
BANCROFT A NEW JERSEY NONPROFIT CORPORATION,210672770,Human Services,1255 CALDWELL RD,CHERRY HILL,NJ,08034-3220,,"Human Services organization in CHERRY HILL, NJ with annual revenue of approximately $266M",
CLIMATEWORKS FOUNDATION,262303250,Research,235 MONTGOMERY ST STE 1300,SAN FRANCISCO,CA,94104-3123,,"Research organization in SAN FRANCISCO, CA with annual revenue of approximately $266M",
JUSTICE RESOURCE INSTITUTE INC,042526357,Human Services,160 GOULD ST STE 300 STE 30,NEEDHAM,MA,02494-2300,,"Human Services organization in NEEDHAM, MA with annual revenue of approximately $266M",
DELAWARE STATE UNIVERSITY,510305893,Education,1200 N DUPONT HWY,DOVER,DE,19901-2202,,"Education organization in DOVER, DE with annual revenue of approximately $266M",
COMMUNITY STRATEGIES INC,202774826,Community,1900 NW EXPRESSWAY,OKLAHOMA CITY,OK,73118-1802,,"Community organization in OKLAHOMA CITY, OK with annual revenue of approximately $266M",
KINGSWAY CHARITIES INC,541668650,International,1807 BAY ST,BRISTOL,TN,37620-1946,,"International organization in BRISTOL, TN with annual revenue of approximately $266M",
ST LUKES NAMPA MEDICAL CENTER LTD,821162805,Health,190 E BANNOCK ST,BOISE,ID,83712-6241,,"Health organization in BOISE, ID with annual revenue of approximately $266M",
HOLYOKE MEDICAL CENTER INC,222520073,Health,575 BEECH ST,HOLYOKE,MA,01040-2223,,"Health organization in HOLYOKE, MA with annual revenue of approximately $266M",
CONSUMER REPORTS INC,131776434,Community,101 TRUMAN AVE,YONKERS,NY,10703-1044,,"Community organization in YONKERS, NY with annual revenue of approximately $266M",
HOSPITAL AUXILIO MUTUO INC,660486907,Health,PO BOX 191227,SAN JUAN,PR,00919-1227,,"Health organization in SAN JUAN, PR with annual revenue of approximately $265M",
COTTAGE HEALTH,770431902,Religion,400 W PUEBLO ST,SANTA BARBARA,CA,93105-4353,,"Religion organization in SANTA BARBARA, CA with annual revenue of approximately $265M",
KANSAS STATE UNIVERSITY FOUNDATION,480667209,Education,1800 KIMBALL AVE STE 200,MANHATTAN,KS,66502-3373,,"Education organization in MANHATTAN, KS with annual revenue of approximately $265M",
WESTERN UNIVERSITY OF HEALTH SCIENCES,953127273,Other,309 E 2ND ST,POMONA,CA,91766-1854,,"Other organization in POMONA, CA with annual revenue of approximately $265M",
WGU CORPORATION,841383926,Education,4001 S 700 E STE 700,SALT LAKE CTY,UT,84107-2533,,"Education organization in SALT LAKE CTY, UT with annual revenue of approximately $264M",
THE MILKEN INSTITUTE,954240775,Other,1250 4TH ST 2ND FL,SANTA MONICA,CA,90401-1418,,"Other organization in SANTA MONICA, CA with annual revenue of approximately $264M",
ISO NEW ENGLAND INC,043372500,Environment,1 SULLIVAN RD,HOLYOKE,MA,01040-2841,,"Environment organization in HOLYOKE, MA with annual revenue of approximately $264M",
ST CLAIRE MEDICAL CENTER INC,610605336,Health,222 MEDICAL CIR,MOREHEAD,KY,40351-1179,,"Health organization in MOREHEAD, KY with annual revenue of approximately $264M",
PIEDMONT ROCKDALE HOSPITAL INC,300999841,Health,1412 MILSTEAD AVE NE,CONYERS,GA,30012-3877,,"Health organization in CONYERS, GA with annual revenue of approximately $263M",
BRYANT & STRATTON INC,844813183,Education,200 REDTAIL RD SYSTEM OFFICE,ORCHARD PARK,NY,14127-0000,,"Education organization in ORCHARD PARK, NY with annual revenue of approximately $263M",
GREATER CINCINNATI FOUNDATION,310669700,Community,720 E PETE ROSE WAY STE 120,CINCINNATI,OH,45202-3576,,"Community organization in CINCINNATI, OH with annual revenue of approximately $263M",
CHRISTIAN COMMUNITY FOUNDATION INC,751750059,Community,10807 NEW ALLEGIANCE DR STE 240,COLORADO SPGS,CO,80921-3803,,"Community organization in COLORADO SPGS, CO with annual revenue of approximately $263M",
DRAKE UNIVERSITY,420680460,Education,2507 UNIVERSITY AVE,DES MOINES,IA,50311-4516,,"Education organization in DES MOINES, IA with annual revenue of approximately $263M",
VISITING NURSE SERVICE OF NEW YORK HOME CARE II,131624211,Health,220 E 42ND ST,NEW YORK,NY,10017-5835,,"Health organization in NEW YORK, NY with annual revenue of approximately $262M",
CHS PHYSICIAN PARTNERS PC,113613997,Health,100 PORT WASHINGTON BLVD,ROSLYN,NY,11576-1347,,"Health organization in ROSLYN, NY with annual revenue of approximately $262M",
LAFAYETTE COLLEGE,240795686,Education,730 SULLIVAN RD,EASTON,PA,18042-1760,,"Education organization in EASTON, PA with annual revenue of approximately $262M",
CANTON-POTSDAM HOSPITAL,161012691,Health,50 LEROY ST,POTSDAM,NY,13676-1786,,"Health organization in POTSDAM, NY with annual revenue of approximately $262M",
PIH HEALTH DOWNEY HOSPTIAL,951903935,Health,11500 BROOKSHIRE AVE,DOWNEY,CA,90241-4917,,"Health organization in DOWNEY, CA with annual revenue of approximately $262M",
LEBANESE AMERICAN UNIVERSITY,986001269,Education,211 E 46TH STREET,NEW YORK,NY,10017-2935,,"Education organization in NEW YORK, NY with annual revenue of approximately $262M",
ST LUKES - ST VINCENTS HEALTHCAREINC,260479484,Health,PO BOX 45998,SAINT LOUIS,MO,63145-5998,,"Health organization in SAINT LOUIS, MO with annual revenue of approximately $262M",
SCOTTSDALE HEALTHCARE CORP,942735850,Health,8125 N HAYDEN RD,SCOTTSDALE,AZ,85258-2463,,"Health organization in SCOTTSDALE, AZ with annual revenue of approximately $262M",
ATRIUM MEDICAL CENTER,311079309,Health,110 N MAIN ST STE 500,DAYTON,OH,45402-3712,,"Health organization in DAYTON, OH with annual revenue of approximately $261M",
UKIAH ADVENTIST HOSPITAL,941639901,Other,1 ADVENTIST HEALTH WAY,ROSEVILLE,CA,95661-3266,,"Other organization in ROSEVILLE, CA with annual revenue of approximately $261M",
TCH PEDIATRIC ASSOCIATES INC,760460242,Health,6330 WEST LOOP S STE 1300,BELLAIRE,TX,77401-2950,,"Health organization in BELLAIRE, TX with annual revenue of approximately $261M",
CARE INITIATIVES,760262402,Health,1611 WESTLAKES PKWY,WDM,IA,50266-8370,,"Health organization in WDM, IA with annual revenue of approximately $261M",
EDUCATIONAL MEDIA FOUNDATION,942816342,Arts & Culture,5700 WEST OAKS BLVD,ROCKLIN,CA,95765-3719,,"Arts & Culture organization in ROCKLIN, CA with annual revenue of approximately $261M",
SETON FAMILY OF DOCTORS,264562522,Health,PO BOX 45998,SAINT LOUIS,MO,63145-5998,,"Health organization in SAINT LOUIS, MO with annual revenue of approximately $260M",
UNIVERSITY PHYSICIANS & SURGE ONS INC,550564945,Other,1600 MEDICAL CTR DR SUITE 501B,HUNTINGTON,WV,25701-3655,,"Other organization in HUNTINGTON, WV with annual revenue of approximately $260M",
ST LUKES HOSPITAL-MONROE CAMPUS,465143606,Health,1110 ST LUKES WAY,ALLENTOWN,PA,18109-9153,,"Health organization in ALLENTOWN, PA with annual revenue of approximately $260M",
WEILL CORNELL IMAGING AT NEW YORK-PRESBYTERIAN,412237441,Health,525 E 68TH STREET STARR 8A-37,NEW YORK,NY,10065-4870,,"Health organization in NEW YORK, NY with annual revenue of approximately $260M",
WYOMING MEDICAL CENTER INC,830279242,Health,2901 N CENTRAL AVE STE 160,PHOENIX,AZ,85012-2702,,"Health organization in PHOENIX, AZ with annual revenue of approximately $260M",
FELLOWSHIP OF CHRISTIAN ATHLETES,440610626,Human Services,8701 LEEDS RD,KANSAS CITY,MO,64129-1626,,"Human Services organization in KANSAS CITY, MO with annual revenue of approximately $260M",
ON LOK SENIOR HEALTH SERVICE,942162549,Health,1333 BUSH ST,SAN FRANCISCO,CA,94109-5611,,"Health organization in SAN FRANCISCO, CA with annual revenue of approximately $259M",
CONWAY REGIONAL MEDICAL CENTER INC,710249735,Health,2302 COLLEGE AVE,CONWAY,AR,72034-6297,,"Health organization in CONWAY, AR with annual revenue of approximately $259M",
PROJECT ORBIS INTERNATIONAL INC,237297651,International,52 VANDERBILT AVE FL 8,NEW YORK,NY,10017-3845,,"International organization in NEW YORK, NY with annual revenue of approximately $259M",
