name,ein,category,address,city,state,zip_code,website,description,phone
CONWAY HOSPITAL INC,570314381,Health,300 SINGLETON RIDGE RD,CONWAY,SC,29526-9142,,"Health organization in CONWAY, SC with annual revenue of approximately $358M",
CARILION NEW RIVER VALLEY MEDICAL CENTER,540553805,Health,PO BOX 12385,ROANOKE,VA,24025-2385,,"Health organization in ROANOKE, VA with annual revenue of approximately $358M",
PIEDMONT HEALTHCARE INC,581503902,Health,2727 PACES FERRY RD SE STE 1-1100,ATLANTA,GA,30339-6151,,"Health organization in ATLANTA, GA with annual revenue of approximately $358M",
ST JOSEPH REGIONAL HEALTH NETWORK,231352211,Health,100 CRYSTAL A DRIVE MC CA210,HERSHEY,PA,17033-9524,,"Health organization in HERSHEY, PA with annual revenue of approximately $357M",
FOUNDATION HEALTH LLC,813021580,Health,1650 COWLES ST,FAIRBANKS,AK,99701-5998,,"Health organization in FAIRBANKS, AK with annual revenue of approximately $357M",
BAPTIST MEMORIAL HOSPITAL-DESOTO INC,640682111,Health,7601 SOUTHCREST PKWY,SOUTHAVEN,MS,38671-4739,,"Health organization in SOUTHAVEN, MS with annual revenue of approximately $356M",
MARSHFIELD CLINIC HEALTH SYSTEM INC,461495343,Health,1000 N OAK AVE,MARSHFIELD,WI,54449-5703,,"Health organization in MARSHFIELD, WI with annual revenue of approximately $356M",
PHYSICIANS OF UNIVERSITY HOSPITAL PC,200096809,Health,972 BRUSH HOLLOW RD 5TH FL,WESTBURY,NY,11590-1740,,"Health organization in WESTBURY, NY with annual revenue of approximately $356M",
NATIONAL ENDOWMENT FOR DEMOCRACY,521344831,Community,1201 PENNSYLVANIA AVE NW STE 1100,WASHINGTON,DC,20004-2468,,"Community organization in WASHINGTON, DC with annual revenue of approximately $356M",
HUNTERDON MEDICAL CENTER,221537688,Health,2100 WESCOTT DR,FLEMINGTON,NJ,08822-4603,,"Health organization in FLEMINGTON, NJ with annual revenue of approximately $355M",
SAINT MARYS HOSPITAL INC,060646844,Health,114 WOODLAND STREET MS-510358,HARTFORD,CT,06105-1208,,"Health organization in HARTFORD, CT with annual revenue of approximately $355M",
AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,250965219,Research,1400 CRYSTAL DR 10TH FLR,ARLINGTON,VA,22202-3289,,"Research organization in ARLINGTON, VA with annual revenue of approximately $355M",
BAYLOR SCOTT & WHITE MEDICAL CENTERS - GREATER NORTH TEXAS,751037591,Health,301 N WASHINGTON AVE,DALLAS,TX,75246-1754,,"Health organization in DALLAS, TX with annual revenue of approximately $354M",
SAINT JOSEPHS HOSPITAL INC,580568702,Health,11705 MERCY BLVD,SAVANNAH,GA,31419-1711,,"Health organization in SAVANNAH, GA with annual revenue of approximately $354M",
